trip_id,duration_sec,start_date,start_station_name,start_station_id,end_date,end_station_name,end_station_id,bike_number,zip_code,subscriber_type,c_subscription_type,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,member_birth_year,member_gender,bike_share_for_all_trip,start_station_geom,end_station_geom
38492018042623193000,508,2018-04-26 23:19:30 UTC,Valencia St at 24th St,134,2018-04-26 23:27:59 UTC,Market St at 10th St,58,3849,,Subscriber,Subscriber,37.7524278,-122.4206278,37.776619,-122.417385,1992,Male,No,POINT(-122.4206278 37.7524278),POINT(-122.417385 37.776619)
31252018042515563400,559,2018-04-25 15:56:34 UTC,San Bruno Ave at 16th St,101,2018-04-25 16:05:54 UTC,Market St at 10th St,58,3125,,Subscriber,Subscriber,37.766007742736747,-122.40567684173583,37.776619,-122.417385,1982,Male,No,POINT(-122.405676841736 37.7660077427367),POINT(-122.417385 37.776619)
34472018042509505300,418,2018-04-25 09:50:53 UTC,14th St at Mission St,97,2018-04-25 09:57:52 UTC,Market St at 10th St,58,3447,,Subscriber,Subscriber,37.7682646,-122.4201102,37.776619,-122.417385,1978,Male,No,POINT(-122.4201102 37.7682646),POINT(-122.417385 37.776619)
36212018042509092200,849,2018-04-25 09:09:22 UTC,1st St at Folsom St,26,2018-04-25 09:23:31 UTC,Market St at 10th St,58,3621,,Subscriber,Subscriber,37.78729,-122.39438,37.776619,-122.417385,1989,Male,No,POINT(-122.39438 37.78729),POINT(-122.417385 37.776619)
16282018042419310600,492,2018-04-24 19:31:06 UTC,Post St at Kearny St,19,2018-04-24 19:39:18 UTC,Market St at 10th St,58,1628,,Subscriber,Subscriber,37.788975,-122.403452,37.776619,-122.417385,1995,Male,No,POINT(-122.403452 37.788975),POINT(-122.417385 37.776619)
27282018042309315600,955,2018-04-23 09:31:56 UTC,Jersey St at Church St,138,2018-04-23 09:47:52 UTC,Market St at 10th St,58,2728,,Subscriber,Subscriber,37.7509004,-122.4274114,37.776619,-122.417385,1990,Male,No,POINT(-122.4274114 37.7509004),POINT(-122.417385 37.776619)
29842018042114443100,938,2018-04-21 14:44:31 UTC,17th St at Valencia St,109,2018-04-21 15:00:09 UTC,Market St at 10th St,58,2984,,Customer,Customer,37.7633158,-122.4219039,37.776619,-122.417385,1991,Female,No,POINT(-122.4219039 37.7633158),POINT(-122.417385 37.776619)
28152018042006534600,273,2018-04-20 06:53:46 UTC,Market St at Dolores St,86,2018-04-20 06:58:19 UTC,Market St at 10th St,58,2815,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,1975,Male,No,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
17012018041909120100,454,2018-04-19 09:12:01 UTC,Valencia St at 16th St,98,2018-04-19 09:19:35 UTC,Market St at 10th St,58,1701,,Subscriber,Subscriber,37.765052,-122.4218661,37.776619,-122.417385,1987,Male,No,POINT(-122.4218661 37.765052),POINT(-122.417385 37.776619)
23782018041909054700,370,2018-04-19 09:05:47 UTC,Valencia St at 16th St,98,2018-04-19 09:11:58 UTC,Market St at 10th St,58,2378,,Subscriber,Subscriber,37.765052,-122.4218661,37.776619,-122.417385,1988,Male,No,POINT(-122.4218661 37.765052),POINT(-122.417385 37.776619)
36492018041816530200,837,2018-04-18 16:53:02 UTC,Clay St at Battery St,14,2018-04-18 17:07:00 UTC,Market St at 10th St,58,3649,,Subscriber,Subscriber,37.795001,-122.39997,37.776619,-122.417385,1988,Male,No,POINT(-122.39997 37.795001),POINT(-122.417385 37.776619)
28312018041723164200,447,2018-04-17 23:16:42 UTC,Cyril Magnin St at Ellis St,4,2018-04-17 23:24:09 UTC,Market St at 10th St,58,2831,,Customer,Customer,37.785880626941328,-122.4089150084319,37.776619,-122.417385,1964,Male,No,POINT(-122.408915008432 37.7858806269413),POINT(-122.417385 37.776619)
29282018041717383200,283,2018-04-17 17:38:32 UTC,11th St at Bryant St,88,2018-04-17 17:43:16 UTC,Market St at 10th St,58,2928,,Subscriber,Subscriber,37.7700298,-122.4117258,37.776619,-122.417385,1988,Female,No,POINT(-122.4117258 37.7700298),POINT(-122.417385 37.776619)
28992018041416402200,1731,2018-04-14 16:40:22 UTC,Folsom St at 19th St,123,2018-04-14 17:09:14 UTC,Market St at 10th St,58,2899,,Customer,Customer,37.7605936,-122.4148171,37.776619,-122.417385,1992,Female,No,POINT(-122.4148171 37.7605936),POINT(-122.417385 37.776619)
22182018041313524700,624,2018-04-13 13:52:47 UTC,Union Square (Powell St at Post St),324,2018-04-13 14:03:11 UTC,Market St at 10th St,58,2218,,Subscriber,Subscriber,37.788299978150825,-122.40853071212767,37.776619,-122.417385,1982,Male,No,POINT(-122.408530712128 37.7882999781508),POINT(-122.417385 37.776619)
292018041308451200,17564,2018-04-13 08:45:12 UTC,Bryant St at 2nd St,343,2018-04-13 13:37:57 UTC,Market St at 10th St,58,29,,Customer,Customer,37.783171989315306,-122.39357203245163,37.776619,-122.417385,1994,Male,No,POINT(-122.393572032452 37.7831719893153),POINT(-122.417385 37.776619)
31282018041308412000,745,2018-04-13 08:41:20 UTC,Precita Park,144,2018-04-13 08:53:45 UTC,Market St at 10th St,58,3128,,Subscriber,Subscriber,37.7472996,-122.4114029,37.776619,-122.417385,1989,Male,No,POINT(-122.4114029 37.7472996),POINT(-122.417385 37.776619)
16812018041019455900,778,2018-04-10 19:45:59 UTC,Townsend St at 5th St,80,2018-04-10 19:58:58 UTC,Market St at 10th St,58,1681,,Subscriber,Subscriber,37.7753058,-122.39738,37.776619,-122.417385,1991,Male,No,POINT(-122.39738 37.7753058),POINT(-122.417385 37.776619)
23182018040910095600,560,2018-04-09 10:09:56 UTC,Valencia St at 24th St,134,2018-04-09 10:19:16 UTC,Market St at 10th St,58,2318,,Subscriber,Subscriber,37.7524278,-122.4206278,37.776619,-122.417385,1988,Male,No,POINT(-122.4206278 37.7524278),POINT(-122.417385 37.776619)
37112018040718384600,247,2018-04-07 18:38:46 UTC,Civic Center/UN Plaza BART Station (Market St at McAllister St),44,2018-04-07 18:42:54 UTC,Market St at 10th St,58,3711,,Subscriber,Subscriber,37.7810737,-122.4117382,37.776619,-122.417385,1979,Female,No,POINT(-122.4117382 37.7810737),POINT(-122.417385 37.776619)
31502018040517091300,732,2018-04-05 17:09:13 UTC,Post St at Kearny St,19,2018-04-05 17:21:26 UTC,Market St at 10th St,58,3150,,Subscriber,Subscriber,37.788975,-122.403452,37.776619,-122.417385,1982,Male,No,POINT(-122.403452 37.788975),POINT(-122.417385 37.776619)
7002018040508085900,365,2018-04-05 08:08:59 UTC,Dolores St at 15th St,96,2018-04-05 08:15:05 UTC,Market St at 10th St,58,700,,Subscriber,Subscriber,37.7662102,-122.4266136,37.776619,-122.417385,1991,Male,No,POINT(-122.4266136 37.7662102),POINT(-122.417385 37.776619)
12412018040409455100,392,2018-04-04 09:45:51 UTC,Valencia St at 16th St,98,2018-04-04 09:52:24 UTC,Market St at 10th St,58,1241,,Customer,Customer,37.765052,-122.4218661,37.776619,-122.417385,1993,Female,No,POINT(-122.4218661 37.765052),POINT(-122.417385 37.776619)
31842018040318362000,537,2018-04-03 18:36:20 UTC,Folsom St at 3rd St,36,2018-04-03 18:45:17 UTC,Market St at 10th St,58,3184,,Subscriber,Subscriber,37.78383,-122.39887,37.776619,-122.417385,1986,Male,No,POINT(-122.39887 37.78383),POINT(-122.417385 37.776619)
20572018040214485900,1238,2018-04-02 14:48:59 UTC,Post St at Kearny St,19,2018-04-02 15:09:37 UTC,Market St at 10th St,58,2057,,Customer,Customer,37.788975,-122.403452,37.776619,-122.417385,,,No,POINT(-122.403452 37.788975),POINT(-122.417385 37.776619)
29132018040120315600,577,2018-04-01 20:31:56 UTC,Mechanics Monument Plaza (Market St at Bush St),20,2018-04-01 20:41:34 UTC,Market St at 10th St,58,2913,,Subscriber,Subscriber,37.7913,-122.399051,37.776619,-122.417385,1981,Male,No,POINT(-122.399051 37.7913),POINT(-122.417385 37.776619)
15732018040117390800,736,2018-04-01 17:39:08 UTC,Valencia St at 24th St,134,2018-04-01 17:51:25 UTC,Market St at 10th St,58,1573,,Subscriber,Subscriber,37.7524278,-122.4206278,37.776619,-122.417385,1991,Female,No,POINT(-122.4206278 37.7524278),POINT(-122.417385 37.776619)
33372017122621314900,1671,2017-12-26 21:31:49 UTC,Mechanics Monument Plaza (Market St at Bush St),20,2017-12-26 21:59:41 UTC,Market St at 10th St,58,3337,,Customer,Customer,37.7913,-122.399051,37.776619,-122.417385,1991,Female,,POINT(-122.399051 37.7913),POINT(-122.417385 37.776619)
35722017122110163600,728,2017-12-21 10:16:36 UTC,Cyril Magnin St at Ellis St,4,2017-12-21 10:28:44 UTC,Market St at 10th St,58,3572,,Customer,Customer,37.785880626941328,-122.4089150084319,37.776619,-122.417385,,,,POINT(-122.408915008432 37.7858806269413),POINT(-122.417385 37.776619)
25302017122108311400,674,2017-12-21 08:31:14 UTC,Raymond Kimbell Playground,31,2017-12-21 08:42:29 UTC,Market St at 10th St,58,2530,,Subscriber,Subscriber,37.783812709278124,-122.43455886840819,37.776619,-122.417385,1988,Female,,POINT(-122.434558868408 37.7838127092781),POINT(-122.417385 37.776619)
28942017121820051900,610,2017-12-18 20:05:19 UTC,Folsom St at 3rd St,36,2017-12-18 20:15:29 UTC,Market St at 10th St,58,2894,,Subscriber,Subscriber,37.78383,-122.39887,37.776619,-122.417385,1986,Male,,POINT(-122.39887 37.78383),POINT(-122.417385 37.776619)
30252017121810540000,442,2017-12-18 10:54:00 UTC,Mission Playground,121,2017-12-18 11:01:22 UTC,Market St at 10th St,58,3025,,Subscriber,Subscriber,37.7592103,-122.4213392,37.776619,-122.417385,1978,Male,,POINT(-122.4213392 37.7592103),POINT(-122.417385 37.776619)
24452017121809454500,309,2017-12-18 09:45:45 UTC,Market St at Dolores St,86,2017-12-18 09:50:55 UTC,Market St at 10th St,58,2445,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,,,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
19812017121217023600,828,2017-12-12 17:02:36 UTC,Howard St at 2nd St,25,2017-12-12 17:16:24 UTC,Market St at 10th St,58,1981,,Subscriber,Subscriber,37.787521780456245,-122.39740490913391,37.776619,-122.417385,1990,Male,,POINT(-122.397404909134 37.7875217804563),POINT(-122.417385 37.776619)
30512017120914014800,426,2017-12-09 14:01:48 UTC,Market St at Dolores St,86,2017-12-09 14:08:55 UTC,Market St at 10th St,58,3051,,Customer,Customer,37.7693053,-122.4268256,37.776619,-122.417385,1987,Male,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
27352017120910464600,286,2017-12-09 10:46:46 UTC,Market St at Dolores St,86,2017-12-09 10:51:33 UTC,Market St at 10th St,58,2735,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,1973,Male,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
14012017120717584100,373,2017-12-07 17:58:41 UTC,Division St at Potrero Ave,89,2017-12-07 18:04:54 UTC,Market St at 10th St,58,1401,,Subscriber,Subscriber,37.769217861523742,-122.40764558315276,37.776619,-122.417385,1982,Male,,POINT(-122.407645583153 37.7692178615237),POINT(-122.417385 37.776619)
29602017112918142900,591,2017-11-29 18:14:29 UTC,Folsom St at 3rd St,36,2017-11-29 18:24:20 UTC,Market St at 10th St,58,2960,,Subscriber,Subscriber,37.78383,-122.39887,37.776619,-122.417385,1986,Male,,POINT(-122.39887 37.78383),POINT(-122.417385 37.776619)
30582017112908133800,674,2017-11-29 08:13:38 UTC,Mechanics Monument Plaza (Market St at Bush St),20,2017-11-29 08:24:52 UTC,Market St at 10th St,58,3058,,Subscriber,Subscriber,37.7913,-122.399051,37.776619,-122.417385,1986,Male,,POINT(-122.399051 37.7913),POINT(-122.417385 37.776619)
9742017112320563100,928,2017-11-23 20:56:31 UTC,Union Square (Powell St at Post St),324,2017-11-23 21:12:00 UTC,Market St at 10th St,58,974,,Customer,Customer,37.788299978150825,-122.40853071212767,37.776619,-122.417385,,,,POINT(-122.408530712128 37.7882999781508),POINT(-122.417385 37.776619)
19382017112108053000,477,2017-11-21 08:05:30 UTC,Mission Dolores Park,120,2017-11-21 08:13:28 UTC,Market St at 10th St,58,1938,,Subscriber,Subscriber,37.7614205,-122.4264353,37.776619,-122.417385,1978,Male,,POINT(-122.4264353 37.7614205),POINT(-122.417385 37.776619)
28162017112018485900,800,2017-11-20 18:48:59 UTC,Folsom St at 3rd St,36,2017-11-20 19:02:19 UTC,Market St at 10th St,58,2816,,Subscriber,Subscriber,37.78383,-122.39887,37.776619,-122.417385,1992,Male,,POINT(-122.39887 37.78383),POINT(-122.417385 37.776619)
23432017112008475800,535,2017-11-20 08:47:58 UTC,Raymond Kimbell Playground,31,2017-11-20 08:56:54 UTC,Market St at 10th St,58,2343,,Subscriber,Subscriber,37.783812709278124,-122.43455886840819,37.776619,-122.417385,1985,Male,,POINT(-122.434558868408 37.7838127092781),POINT(-122.417385 37.776619)
3272017111611391200,436,2017-11-16 11:39:12 UTC,Market St at Dolores St,86,2017-11-16 11:46:28 UTC,Market St at 10th St,58,327,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,1983,Male,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
21192017111419523200,344,2017-11-14 19:52:32 UTC,Folsom St at 15th St,99,2017-11-14 19:58:16 UTC,Market St at 10th St,58,2119,,Subscriber,Subscriber,37.7670373,-122.4154425,37.776619,-122.417385,1990,Female,,POINT(-122.4154425 37.7670373),POINT(-122.417385 37.776619)
22242017111408415100,801,2017-11-14 08:41:51 UTC,1st St at Folsom St,26,2017-11-14 08:55:12 UTC,Market St at 10th St,58,2224,,Subscriber,Subscriber,37.78729,-122.39438,37.776619,-122.417385,1989,Male,,POINT(-122.39438 37.78729),POINT(-122.417385 37.776619)
2862017111407420000,808,2017-11-14 07:42:00 UTC,29th St at Tiffany Ave,147,2017-11-14 07:55:28 UTC,Market St at 10th St,58,286,,Subscriber,Subscriber,37.7440667,-122.4214722,37.776619,-122.417385,1992,Male,,POINT(-122.4214722 37.7440667),POINT(-122.417385 37.776619)
15032017111308390900,497,2017-11-13 08:39:09 UTC,Union Square (Powell St at Post St),324,2017-11-13 08:47:27 UTC,Market St at 10th St,58,1503,,Subscriber,Subscriber,37.788299978150825,-122.40853071212767,37.776619,-122.417385,1997,Male,,POINT(-122.408530712128 37.7882999781508),POINT(-122.417385 37.776619)
452017111308321700,755,2017-11-13 08:32:17 UTC,Precita Park,144,2017-11-13 08:44:53 UTC,Market St at 10th St,58,45,,Subscriber,Subscriber,37.7472996,-122.4114029,37.776619,-122.417385,1989,Male,,POINT(-122.4114029 37.7472996),POINT(-122.417385 37.776619)
22822017111006541700,245,2017-11-10 06:54:17 UTC,Market St at Dolores St,86,2017-11-10 06:58:23 UTC,Market St at 10th St,58,2282,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,1975,Male,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
29112017110815230100,783,2017-11-08 15:23:01 UTC,Eureka Valley Recreation Center,118,2017-11-08 15:36:05 UTC,Market St at 10th St,58,2911,,Subscriber,Subscriber,37.7591769,-122.4369431,37.776619,-122.417385,1983,Male,,POINT(-122.4369431 37.7591769),POINT(-122.417385 37.776619)
822017110608534700,600,2017-11-06 08:53:47 UTC,Raymond Kimbell Playground,31,2017-11-06 09:03:48 UTC,Market St at 10th St,58,82,,Subscriber,Subscriber,37.783812709278124,-122.43455886840819,37.776619,-122.417385,1977,Male,,POINT(-122.434558868408 37.7838127092781),POINT(-122.417385 37.776619)
20612017110317302800,266,2017-11-03 17:30:28 UTC,Civic Center/UN Plaza BART Station (Market St at McAllister St),44,2017-11-03 17:34:54 UTC,Market St at 10th St,58,2061,,Subscriber,Subscriber,37.7810737,-122.4117382,37.776619,-122.417385,1991,Male,,POINT(-122.4117382 37.7810737),POINT(-122.417385 37.776619)
7362017110109591400,1067,2017-11-01 09:59:14 UTC,1st St at Folsom St,26,2017-11-01 10:17:02 UTC,Market St at 10th St,58,736,,Subscriber,Subscriber,37.78729,-122.39438,37.776619,-122.417385,1988,Male,,POINT(-122.39438 37.78729),POINT(-122.417385 37.776619)
19992017103109305200,1091,2017-10-31 09:30:52 UTC,4th St at Mission Bay Blvd S,93,2017-10-31 09:49:03 UTC,Market St at 10th St,58,1999,,Subscriber,Subscriber,37.7704074,-122.3911984,37.776619,-122.417385,1993,Male,,POINT(-122.3911984 37.7704074),POINT(-122.417385 37.776619)
26702017103016451000,447,2017-10-30 16:45:10 UTC,Market St at Dolores St,86,2017-10-30 16:52:38 UTC,Market St at 10th St,58,2670,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,1990,Male,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
6652017102717110500,618,2017-10-27 17:11:05 UTC,Yerba Buena Center for the Arts (Howard St at 3rd St),284,2017-10-27 17:21:23 UTC,Market St at 10th St,58,665,,Subscriber,Subscriber,37.784872084360622,-122.40087568759917,37.776619,-122.417385,1991,Male,,POINT(-122.400875687599 37.7848720843606),POINT(-122.417385 37.776619)
26202017102608135100,817,2017-10-26 08:13:51 UTC,Esprit Park,126,2017-10-26 08:27:28 UTC,Market St at 10th St,58,2620,,Subscriber,Subscriber,37.7616343,-122.3906477,37.776619,-122.417385,1990,Male,,POINT(-122.3906477 37.7616343),POINT(-122.417385 37.776619)
4032017102608030500,355,2017-10-26 08:03:05 UTC,Valencia St at 16th St,98,2017-10-26 08:09:01 UTC,Market St at 10th St,58,403,,Subscriber,Subscriber,37.765052,-122.4218661,37.776619,-122.417385,1984,Male,,POINT(-122.4218661 37.765052),POINT(-122.417385 37.776619)
16482017102414104700,1112,2017-10-24 14:10:47 UTC,29th St at Tiffany Ave,147,2017-10-24 14:29:19 UTC,Market St at 10th St,58,1648,,Customer,Customer,37.7440667,-122.4214722,37.776619,-122.417385,1965,Female,,POINT(-122.4214722 37.7440667),POINT(-122.417385 37.776619)
28882017102413083100,559,2017-10-24 13:08:31 UTC,Post St at Kearny St,19,2017-10-24 13:17:50 UTC,Market St at 10th St,58,2888,,Subscriber,Subscriber,37.788975,-122.403452,37.776619,-122.417385,1985,Male,,POINT(-122.403452 37.788975),POINT(-122.417385 37.776619)
4242017102408370300,826,2017-10-24 08:37:03 UTC,Garfield Square (25th St at Harrison St),139,2017-10-24 08:50:50 UTC,Market St at 10th St,58,424,,Subscriber,Subscriber,37.7510171,-122.4119009,37.776619,-122.417385,1987,Male,,POINT(-122.4119009 37.7510171),POINT(-122.417385 37.776619)
27302017102408105500,514,2017-10-24 08:10:55 UTC,17th St at Dolores St,107,2017-10-24 08:19:29 UTC,Market St at 10th St,58,2730,,Subscriber,Subscriber,37.7630152,-122.4264968,37.776619,-122.417385,1978,Male,,POINT(-122.4264968 37.7630152),POINT(-122.417385 37.776619)
11502017102319101700,364,2017-10-23 19:10:17 UTC,Market St at Dolores St,86,2017-10-23 19:16:21 UTC,Market St at 10th St,58,1150,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,1992,Male,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
752017102309272400,719,2017-10-23 09:27:24 UTC,Mission Playground,121,2017-10-23 09:39:23 UTC,Market St at 10th St,58,75,,Customer,Customer,37.7592103,-122.4213392,37.776619,-122.417385,1982,Female,,POINT(-122.4213392 37.7592103),POINT(-122.417385 37.776619)
27282017102209550500,656,2017-10-22 09:55:05 UTC,Webster St at O'Farrell St,285,2017-10-22 10:06:01 UTC,Market St at 10th St,58,2728,,Subscriber,Subscriber,37.783520835260951,-122.43115782737732,37.776619,-122.417385,1998,Male,,POINT(-122.431157827377 37.783520835261),POINT(-122.417385 37.776619)
31502017102118094500,417,2017-10-21 18:09:45 UTC,Market St at Dolores St,86,2017-10-21 18:16:43 UTC,Market St at 10th St,58,3150,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,1982,Female,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
30302017101917060000,556,2017-10-19 17:06:00 UTC,5th at Folsom,321,2017-10-19 17:15:16 UTC,Market St at 10th St,58,3030,,Subscriber,Subscriber,37.780145703455979,-122.40307085237873,37.776619,-122.417385,1989,Male,,POINT(-122.403070852379 37.780145703456),POINT(-122.417385 37.776619)
27882017101910363400,291,2017-10-19 10:36:34 UTC,Market St at Dolores St,86,2017-10-19 10:41:25 UTC,Market St at 10th St,58,2788,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,,,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
16772017101817364500,608,2017-10-18 17:36:45 UTC,Mechanics Monument Plaza (Market St at Bush St),20,2017-10-18 17:46:54 UTC,Market St at 10th St,58,1677,,Subscriber,Subscriber,37.7913,-122.399051,37.776619,-122.417385,1985,Male,,POINT(-122.399051 37.7913),POINT(-122.417385 37.776619)
7622017101807591500,899,2017-10-18 07:59:15 UTC,1st St at Folsom St,26,2017-10-18 08:14:14 UTC,Market St at 10th St,58,762,,Customer,Customer,37.78729,-122.39438,37.776619,-122.417385,,,,POINT(-122.39438 37.78729),POINT(-122.417385 37.776619)
27822017101515042900,442,2017-10-15 15:04:29 UTC,Church St at Duboce Ave,85,2017-10-15 15:11:52 UTC,Market St at 10th St,58,2782,,Subscriber,Subscriber,37.7700831,-122.4291557,37.776619,-122.417385,1993,Male,,POINT(-122.4291557 37.7700831),POINT(-122.417385 37.776619)
27922017101319320500,180,2017-10-13 19:32:05 UTC,Civic Center/UN Plaza BART Station (Market St at McAllister St),44,2017-10-13 19:35:06 UTC,Market St at 10th St,58,2792,,Subscriber,Subscriber,37.7810737,-122.4117382,37.776619,-122.417385,1981,Male,,POINT(-122.4117382 37.7810737),POINT(-122.417385 37.776619)
30702017101106510000,874,2017-10-11 06:51:00 UTC,1st St at Folsom St,26,2017-10-11 07:05:34 UTC,Market St at 10th St,58,3070,,Subscriber,Subscriber,37.78729,-122.39438,37.776619,-122.417385,1988,Male,,POINT(-122.39438 37.78729),POINT(-122.417385 37.776619)
702017101008124800,497,2017-10-10 08:12:48 UTC,17th St at Dolores St,107,2017-10-10 08:21:06 UTC,Market St at 10th St,58,70,,Subscriber,Subscriber,37.7630152,-122.4264968,37.776619,-122.417385,1978,Male,,POINT(-122.4264968 37.7630152),POINT(-122.417385 37.776619)
21532017100715501700,546,2017-10-07 15:50:17 UTC,5th at Folsom,321,2017-10-07 15:59:24 UTC,Market St at 10th St,58,2153,,Subscriber,Subscriber,37.780145703455979,-122.40307085237873,37.776619,-122.417385,1983,Male,,POINT(-122.403070852379 37.780145703456),POINT(-122.417385 37.776619)
5892017100609013300,664,2017-10-06 09:01:33 UTC,Webster St at O'Farrell St,285,2017-10-06 09:12:38 UTC,Market St at 10th St,58,589,,Subscriber,Subscriber,37.783520835260951,-122.43115782737732,37.776619,-122.417385,1988,Female,,POINT(-122.431157827377 37.783520835261),POINT(-122.417385 37.776619)
22612017100608202400,314,2017-10-06 08:20:24 UTC,Market St at Dolores St,86,2017-10-06 08:25:39 UTC,Market St at 10th St,58,2261,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,1975,Male,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
29992017100510293600,502,2017-10-05 10:29:36 UTC,Post St at Kearny St,19,2017-10-05 10:37:58 UTC,Market St at 10th St,58,2999,,Subscriber,Subscriber,37.788975,-122.403452,37.776619,-122.417385,1968,Male,,POINT(-122.403452 37.788975),POINT(-122.417385 37.776619)
23582017100508580300,871,2017-10-05 08:58:03 UTC,Raymond Kimbell Playground,31,2017-10-05 09:12:35 UTC,Market St at 10th St,58,2358,,Subscriber,Subscriber,37.783812709278124,-122.43455886840819,37.776619,-122.417385,1988,Female,,POINT(-122.434558868408 37.7838127092781),POINT(-122.417385 37.776619)
752017100410455100,645,2017-10-04 10:45:51 UTC,Howard St at 2nd St,25,2017-10-04 10:56:37 UTC,Market St at 10th St,58,75,,Subscriber,Subscriber,37.787521780456245,-122.39740490913391,37.776619,-122.417385,1988,Male,,POINT(-122.397404909134 37.7875217804563),POINT(-122.417385 37.776619)
14372017100310034900,254,2017-10-03 10:03:49 UTC,Civic Center/UN Plaza BART Station (Market St at McAllister St),44,2017-10-03 10:08:04 UTC,Market St at 10th St,58,1437,,Subscriber,Subscriber,37.7810737,-122.4117382,37.776619,-122.417385,1981,Male,,POINT(-122.4117382 37.7810737),POINT(-122.417385 37.776619)
27062017100208234000,597,2017-10-02 08:23:40 UTC,Raymond Kimbell Playground,31,2017-10-02 08:33:37 UTC,Market St at 10th St,58,2706,,Subscriber,Subscriber,37.783812709278124,-122.43455886840819,37.776619,-122.417385,1985,Male,,POINT(-122.434558868408 37.7838127092781),POINT(-122.417385 37.776619)
31452017100111011500,843,2017-10-01 11:01:15 UTC,Sanchez St at 17th St,106,2017-10-01 11:15:18 UTC,Market St at 10th St,58,3145,,Subscriber,Subscriber,37.7632417,-122.4306746,37.776619,-122.417385,1973,Male,,POINT(-122.4306746 37.7632417),POINT(-122.417385 37.776619)
14072017092916121500,562,2017-09-29 16:12:15 UTC,Union Square (Powell St at Post St),324,2017-09-29 16:21:38 UTC,Market St at 10th St,58,1407,,Subscriber,Subscriber,37.788299978150825,-122.40853071212767,37.776619,-122.417385,1987,Female,,POINT(-122.408530712128 37.7882999781508),POINT(-122.417385 37.776619)
29222017092915210700,199,2017-09-29 15:21:07 UTC,San Francisco Public Library (Grove St at Hyde St),43,2017-09-29 15:24:26 UTC,Market St at 10th St,58,2922,,Subscriber,Subscriber,37.7787677,-122.4159292,37.776619,-122.417385,1968,Male,,POINT(-122.4159292 37.7787677),POINT(-122.417385 37.776619)
22212017092708433700,438,2017-09-27 08:43:37 UTC,Dolores St at 15th St,96,2017-09-27 08:50:55 UTC,Market St at 10th St,58,2221,,Subscriber,Subscriber,37.7662102,-122.4266136,37.776619,-122.417385,1991,Male,,POINT(-122.4266136 37.7662102),POINT(-122.417385 37.776619)
4242017092707541300,727,2017-09-27 07:54:13 UTC,Raymond Kimbell Playground,31,2017-09-27 08:06:20 UTC,Market St at 10th St,58,424,,Subscriber,Subscriber,37.783812709278124,-122.43455886840819,37.776619,-122.417385,1992,Female,,POINT(-122.434558868408 37.7838127092781),POINT(-122.417385 37.776619)
6062017092519333300,411,2017-09-25 19:33:33 UTC,Valencia St at 16th St,98,2017-09-25 19:40:24 UTC,Market St at 10th St,58,606,,Subscriber,Subscriber,37.765052,-122.4218661,37.776619,-122.417385,1988,Male,,POINT(-122.4218661 37.765052),POINT(-122.417385 37.776619)
21872017092513345600,465,2017-09-25 13:34:56 UTC,Folsom St at 15th St,99,2017-09-25 13:42:41 UTC,Market St at 10th St,58,2187,,Subscriber,Subscriber,37.7670373,-122.4154425,37.776619,-122.417385,1998,Male,,POINT(-122.4154425 37.7670373),POINT(-122.417385 37.776619)
27692017092509300800,345,2017-09-25 09:30:08 UTC,Church St at Duboce Ave,85,2017-09-25 09:35:54 UTC,Market St at 10th St,58,2769,,Subscriber,Subscriber,37.7700831,-122.4291557,37.776619,-122.417385,1985,Male,,POINT(-122.4291557 37.7700831),POINT(-122.417385 37.776619)
5042017092208325300,280,2017-09-22 08:32:53 UTC,Market St at Dolores St,86,2017-09-22 08:37:33 UTC,Market St at 10th St,58,504,,Subscriber,Subscriber,37.7693053,-122.4268256,37.776619,-122.417385,1991,Male,,POINT(-122.4268256 37.7693053),POINT(-122.417385 37.776619)
